doc_no,doc_type,tx_date,month_year,gross_amount,settled_amount,open_amount,settlement_unit,evidence_tier,evidence_status,matched_against,notes
00015360,INVOICE,2022-08-29,2022-08,547.77,0,547.77,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00015423,INVOICE,2022-09-01,2022-09,2767.68,2767.68,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017073,Settled via FIFO_BATCH profile (1 allocation row(s)).
00015490,INVOICE,2022-09-05,2022-09,1383.84,1383.84,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017073,Settled via FIFO_BATCH profile (1 allocation row(s)).
00015556,INVOICE,2022-09-09,2022-09,4151.52,4151.52,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017073,Settled via FIFO_BATCH profile (1 allocation row(s)).
00015623,INVOICE,2022-09-15,2022-09,4151.52,4151.52,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017073,Settled via FIFO_BATCH profile (1 allocation row(s)).
00015782,INVOICE,2022-09-23,2022-09,4151.52,1383.84,2767.68,PER_CALENDAR_MONTH_EXACT_SUM,3,ASSERTED,00017578,"STEP 3 candidate (EXACT_SUM_SINGLE) vs payment 00017578; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, month-level tie-out only — never treat as per-invoice-confident."
00015865,INVOICE,2022-10-01,2022-10,2767.68,2767.68,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017578,Settled via FIFO_BATCH profile (1 allocation row(s)).
00015953,INVOICE,2022-10-07,2022-10,2767.68,2767.68,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017578,Settled via FIFO_BATCH profile (1 allocation row(s)).
00016019,INVOICE,2022-10-12,2022-10,2767.68,2767.68,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017578,Settled via FIFO_BATCH profile (1 allocation row(s)).
00016125,INVOICE,2022-10-20,2022-10,2767.68,2767.68,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017578,Settled via FIFO_BATCH profile (1 allocation row(s)).
00016185,INVOICE,2022-10-26,2022-10,4151.52,4151.52,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017578,Settled via FIFO_BATCH profile (1 allocation row(s)).
00016308,INVOICE,2022-11-03,2022-11,2767.68,2767.68,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017777,Settled via FIFO_BATCH profile (1 allocation row(s)).
00016397,INVOICE,2022-11-10,2022-11,2686.08,2686.08,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017777,Settled via FIFO_BATCH profile (1 allocation row(s)).
00016505,INVOICE,2022-11-18,2022-11,2686.08,2686.08,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017777,Settled via FIFO_BATCH profile (1 allocation row(s)).
00016557,INVOICE,2022-11-24,2022-11,2686.08,2686.08,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00017777,Settled via FIFO_BATCH profile (1 allocation row(s)).
00016647,INVOICE,2022-11-30,2022-11,2686.08,0,2686.08,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00016648,INVOICE,2022-12-01,2022-12,2686.08,0,2686.08,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00016649,INVOICE,2022-12-01,2022-12,3217.7,3217.7,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00018185,Settled via FIFO_BATCH profile (1 allocation row(s)).
00016718,INVOICE,2022-12-06,2022-12,4029.12,0,4029.12,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00016723,INVOICE,2022-12-06,2022-12,5372.16,5372.16,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00018185,Settled via FIFO_BATCH profile (1 allocation row(s)).
00016826,INVOICE,2022-12-13,2022-12,5531.5,5531.5,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00018185,Settled via FIFO_BATCH profile (1 allocation row(s)).
00016934,INVOICE,2022-12-19,2022-12,5531.5,5531.5,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00018185,Settled via FIFO_BATCH profile (1 allocation row(s)).
00017014,INVOICE,2022-12-23,2022-12,2765.75,2765.75,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00018185,Settled via FIFO_BATCH profile (1 allocation row(s)).
00017132,INVOICE,2022-12-31,2022-12,2765.75,2765.75,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00018185,Settled via FIFO_BATCH profile (1 allocation row(s)).
00017191,INVOICE,2023-01-06,2023-01,2833.92,2833.92,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00019176,Settled via FIFO_BATCH profile (1 allocation row(s)).
00017256,INVOICE,2023-01-12,2023-01,2833.92,2833.92,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00019176,Settled via FIFO_BATCH profile (1 allocation row(s)).
00017357,INVOICE,2023-01-23,2023-01,1416.96,1416.96,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00019176,Settled via FIFO_BATCH profile (1 allocation row(s)).
00017369,INVOICE,2023-01-24,2023-01,4250.88,4250.88,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00019176,Settled via FIFO_BATCH profile (1 allocation row(s)).
00017458,INVOICE,2023-02-03,2023-02,2833.92,2833.92,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00020357,Settled via FIFO_BATCH profile (1 allocation row(s)).
00017581,INVOICE,2023-02-11,2023-02,5433.8,5433.8,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00020357,Settled via FIFO_BATCH profile (1 allocation row(s)).
00017769,INVOICE,2023-02-23,2023-02,4075.35,4075.35,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00020357,Settled via FIFO_BATCH profile (1 allocation row(s)).
00018062,INVOICE,2023-03-02,2023-03,6305.48,6305.48,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00021193,Settled via FIFO_BATCH profile (1 allocation row(s)).
00018299,INVOICE,2023-03-08,2023-03,2801.72,2801.72,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00021193,Settled via FIFO_BATCH profile (1 allocation row(s)).
00018507,INVOICE,2023-03-16,2023-03,2801.72,2801.72,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00021193,Settled via FIFO_BATCH profile (1 allocation row(s)).
00018695,INVOICE,2023-03-23,2023-03,4202.58,3500.54,702.04,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00019153,INVOICE,2023-04-06,2023-04,5603.44,5603.44,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00022711,Settled via FIFO_BATCH profile (1 allocation row(s)).
00019347,INVOICE,2023-04-14,2023-04,2724.93,2724.93,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00022711,Settled via FIFO_BATCH profile (1 allocation row(s)).
00019494,INVOICE,2023-04-20,2023-04,2724.93,2724.93,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00022711,Settled via FIFO_BATCH profile (1 allocation row(s)).
00019697,INVOICE,2023-04-26,2023-04,4087.39,4087.39,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00022711,Settled via FIFO_BATCH profile (1 allocation row(s)).
00019924,INVOICE,2023-05-04,2023-05,4087.39,4087.39,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00023280,Settled via FIFO_BATCH profile (1 allocation row(s)).
00020117,INVOICE,2023-05-10,2023-05,3561.12,3561.12,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00023280,Settled via FIFO_BATCH profile (1 allocation row(s)).
00020356,INVOICE,2023-05-18,2023-05,3561.12,3561.12,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00023280,Settled via FIFO_BATCH profile (1 allocation row(s)).
00020630,INVOICE,2023-05-25,2023-05,2597.14,2597.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00023280,Settled via FIFO_BATCH profile (1 allocation row(s)).
00020864,INVOICE,2023-06-01,2023-06,3561.78,3561.78,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00023977,Settled via FIFO_BATCH profile (1 allocation row(s)).
00021098,INVOICE,2023-06-08,2023-06,2436.92,2436.92,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00023977,Settled via FIFO_BATCH profile (1 allocation row(s)).
00021341,INVOICE,2023-06-15,2023-06,3655.38,3655.38,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00023977,Settled via FIFO_BATCH profile (1 allocation row(s)).
00021561,INVOICE,2023-06-22,2023-06,3655.38,3655.38,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00023977,Settled via FIFO_BATCH profile (1 allocation row(s)).
00021756,INVOICE,2023-06-28,2023-06,3655.38,3655.38,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00023977,Settled via FIFO_BATCH profile (1 allocation row(s)).
00022050,INVOICE,2023-07-06,2023-07,3655.38,3655.38,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00025394,Settled via FIFO_BATCH profile (1 allocation row(s)).
00022337,INVOICE,2023-07-13,2023-07,3281.74,3281.74,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00025394,Settled via FIFO_BATCH profile (1 allocation row(s)).
00022566,INVOICE,2023-07-20,2023-07,3281.74,3281.74,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00025394,Settled via FIFO_BATCH profile (1 allocation row(s)).
00022604,INVOICE,2023-07-20,2023-07,410.94,410.94,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00025394,Settled via FIFO_BATCH profile (1 allocation row(s)).
00022842,INVOICE,2023-07-27,2023-07,3281.74,3281.74,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00025394,Settled via FIFO_BATCH profile (1 allocation row(s)).
00023098,INVOICE,2023-08-03,2023-08,3280.33,3280.33,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00026601,Settled via FIFO_BATCH profile (1 allocation row(s)).
00023278,INVOICE,2023-08-10,2023-08,3080.16,3080.16,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00026601,Settled via FIFO_BATCH profile (1 allocation row(s)).
00023545,INVOICE,2023-08-17,2023-08,3080.16,3080.16,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00026601,Settled via FIFO_BATCH profile (1 allocation row(s)).
00023732,INVOICE,2023-08-24,2023-08,3080.16,3080.16,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00026601,Settled via FIFO_BATCH profile (1 allocation row(s)).
00023964,INVOICE,2023-08-31,2023-08,3245.76,0,3245.76,PROXIMITY_ONLY,4,UNASSESSED,00007216,"STEP 3 candidate (PROXIMITY) vs payment 00007216; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, balance-only, no invoice-level claim."
00024087,INVOICE,2023-09-02,2023-09,2163.84,2163.84,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00027468,Settled via FIFO_BATCH profile (1 allocation row(s)).
00024245,INVOICE,2023-09-07,2023-09,2352.96,2352.96,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00027468,Settled via FIFO_BATCH profile (1 allocation row(s)).
00024516,INVOICE,2023-09-15,2023-09,2251.98,2251.98,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00027468,Settled via FIFO_BATCH profile (1 allocation row(s)).
00024693,INVOICE,2023-09-21,2023-09,2251.98,2251.98,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00027468,Settled via FIFO_BATCH profile (1 allocation row(s)).
00024907,INVOICE,2023-09-28,2023-09,2251.98,2251.98,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00027468,Settled via FIFO_BATCH profile (1 allocation row(s)).
00025154,INVOICE,2023-10-05,2023-10,2460.3,2460.3,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00030269,Settled via FIFO_BATCH profile (1 allocation row(s)).
00025251,INVOICE,2023-10-07,2023-10,1230.16,1230.16,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00030269,Settled via FIFO_BATCH profile (1 allocation row(s)).
00025475,INVOICE,2023-10-14,2023-10,2459.52,2459.52,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00030269,Settled via FIFO_BATCH profile (1 allocation row(s)).
00025616,INVOICE,2023-10-19,2023-10,3689.28,3689.28,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00030269,Settled via FIFO_BATCH profile (1 allocation row(s)).
00025852,INVOICE,2023-10-26,2023-10,3689.28,3689.28,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00030269,Settled via FIFO_BATCH profile (1 allocation row(s)).
00026141,INVOICE,2023-11-02,2023-11,3875.04,3875.04,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00028893,Settled via FIFO_BATCH profile (1 allocation row(s)).
00026403,INVOICE,2023-11-09,2023-11,3875.04,3875.04,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00028893,Settled via FIFO_BATCH profile (1 allocation row(s)).
00026892,INVOICE,2023-11-23,2023-11,3875.04,3875.04,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00028893,Settled via FIFO_BATCH profile (1 allocation row(s)).
00027132,INVOICE,2023-12-01,2023-12,2583.36,2583.36,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00035270,Settled via FIFO_BATCH profile (1 allocation row(s)).
00027384,INVOICE,2023-12-07,2023-12,4037.76,4037.76,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00035270,Settled via FIFO_BATCH profile (1 allocation row(s)).
00027641,INVOICE,2023-12-14,2023-12,4037.78,4037.78,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00035270,Settled via FIFO_BATCH profile (1 allocation row(s)).
00027897,INVOICE,2023-12-21,2023-12,4037.78,4037.78,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00035270,Settled via FIFO_BATCH profile (1 allocation row(s)).
00028136,INVOICE,2023-12-29,2023-12,2691.85,0,2691.85,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00028140,INVOICE,2023-12-29,2023-12,4037.78,3744.44,293.34,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00028328,INVOICE,2024-01-04,2024-01,2701.46,0,2701.46,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00028330,INVOICE,2024-01-04,2024-01,4052.2,4052.2,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00030891,Settled via FIFO_BATCH profile (1 allocation row(s)).
00028565,INVOICE,2024-01-11,2024-01,2701.46,2701.46,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00030891,Settled via FIFO_BATCH profile (1 allocation row(s)).
00028751,INVOICE,2024-01-18,2024-01,1604,1604,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00030891,Settled via FIFO_BATCH profile (1 allocation row(s)).
00028959,INVOICE,2024-01-25,2024-01,2747.65,2747.65,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00030891,Settled via FIFO_BATCH profile (1 allocation row(s)).
00029161,INVOICE,2024-02-01,2024-02,4121.47,4121.47,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00032896,Settled via FIFO_BATCH profile (1 allocation row(s)).
00029384,INVOICE,2024-02-08,2024-02,4174.74,4174.74,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00032896,Settled via FIFO_BATCH profile (1 allocation row(s)).
00029584,INVOICE,2024-02-15,2024-02,2783.16,2783.16,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00032896,Settled via FIFO_BATCH profile (1 allocation row(s)).
00029763,INVOICE,2024-02-22,2024-02,2783.16,2783.16,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00032896,Settled via FIFO_BATCH profile (1 allocation row(s)).
00030008,INVOICE,2024-03-01,2024-03,2783.05,2783.05,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00031792,Settled via FIFO_BATCH profile (1 allocation row(s)).
00030147,INVOICE,2024-03-05,2024-03,4169.5,4169.5,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00031792,Settled via FIFO_BATCH profile (1 allocation row(s)).
00030414,INVOICE,2024-03-15,2024-03,2814.21,2814.21,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00031792,Settled via FIFO_BATCH profile (1 allocation row(s)).
00030537,INVOICE,2024-03-19,2024-03,2814.21,2814.21,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00031792,Settled via FIFO_BATCH profile (1 allocation row(s)).
00030806,INVOICE,2024-03-28,2024-03,2814.21,2814.21,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00031792,Settled via FIFO_BATCH profile (1 allocation row(s)).
00030977,INVOICE,2024-04-04,2024-04,2814.21,2814.21,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00033810,Settled via FIFO_BATCH profile (1 allocation row(s)).
00031201,INVOICE,2024-04-11,2024-04,2798.75,2798.75,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00033810,Settled via FIFO_BATCH profile (1 allocation row(s)).
00031413,INVOICE,2024-04-18,2024-04,4213.14,4213.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00033810,Settled via FIFO_BATCH profile (1 allocation row(s)).
00031640,INVOICE,2024-04-26,2024-04,2808.76,2808.76,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00033810,Settled via FIFO_BATCH profile (1 allocation row(s)).
00031801,INVOICE,2024-05-02,2024-05,4213.14,4213.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00031179,Settled via FIFO_BATCH profile (1 allocation row(s)).
00031997,INVOICE,2024-05-09,2024-05,4213.14,4213.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00031179,Settled via FIFO_BATCH profile (1 allocation row(s)).
00032219,INVOICE,2024-05-17,2024-05,2808.76,2808.76,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00031179,Settled via FIFO_BATCH profile (1 allocation row(s)).
00032409,INVOICE,2024-05-24,2024-05,2808.76,2626.99,181.77,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00032531,INVOICE,2024-05-28,2024-05,2808.76,0,2808.76,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00032614,INVOICE,2024-05-31,2024-05,1404.38,0,1404.38,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00032787,INVOICE,2024-06-06,2024-06,2808.76,2808.76,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00034425,Settled via FIFO_BATCH profile (1 allocation row(s)).
00032976,INVOICE,2024-06-11,2024-06,4141.14,4141.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00034425,Settled via FIFO_BATCH profile (1 allocation row(s)).
00033272,INVOICE,2024-06-20,2024-06,4141.14,4141.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00034425,Settled via FIFO_BATCH profile (1 allocation row(s)).
00033533,INVOICE,2024-06-27,2024-06,4141.14,4141.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00034425,Settled via FIFO_BATCH profile (1 allocation row(s)).
00033806,INVOICE,2024-07-04,2024-07,4141.14,4141.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00036139,Settled via FIFO_BATCH profile (1 allocation row(s)).
00034098,INVOICE,2024-07-11,2024-07,4141.14,4141.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00036139,Settled via FIFO_BATCH profile (1 allocation row(s)).
00034326,INVOICE,2024-07-18,2024-07,1380.38,1380.38,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00036139,Settled via FIFO_BATCH profile (1 allocation row(s)).
00034383,INVOICE,2024-07-19,2024-07,3019.58,3019.58,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00036139,Settled via FIFO_BATCH profile (1 allocation row(s)).
00034614,INVOICE,2024-07-26,2024-07,2760.76,2760.76,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00036139,Settled via FIFO_BATCH profile (1 allocation row(s)).
00034849,INVOICE,2024-08-02,2024-08,2760.76,2760.76,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00036988,Settled via FIFO_BATCH profile (1 allocation row(s)).
00035094,INVOICE,2024-08-08,2024-08,4141.14,4141.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00036988,Settled via FIFO_BATCH profile (1 allocation row(s)).
00035297,INVOICE,2024-08-15,2024-08,4141.14,4141.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00036988,Settled via FIFO_BATCH profile (1 allocation row(s)).
00035522,INVOICE,2024-08-23,2024-08,1380.38,1380.38,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00036988,Settled via FIFO_BATCH profile (1 allocation row(s)).
00035749,INVOICE,2024-08-30,2024-08,2760.76,2760.76,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00036988,Settled via FIFO_BATCH profile (1 allocation row(s)).
00035961,INVOICE,2024-09-05,2024-09,1380.38,0,1380.38,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00035990,INVOICE,2024-09-06,2024-09,2760.76,0,2760.76,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00036191,INVOICE,2024-09-12,2024-09,4358.65,0,4358.65,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00036395,INVOICE,2024-09-18,2024-09,4102.26,0,4102.26,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00036680,INVOICE,2024-09-26,2024-09,2734.84,0,2734.84,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00036945,INVOICE,2024-10-03,2024-10,2394.34,0,2394.34,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00037020,INVOICE,2024-10-05,2024-10,2753.48,0,2753.48,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00037216,INVOICE,2024-10-11,2024-10,2753.49,0,2753.49,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00037363,INVOICE,2024-10-17,2024-10,2753.49,0,2753.49,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00037619,INVOICE,2024-10-25,2024-10,3011.63,0,3011.63,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00037799,INVOICE,2024-10-31,2024-10,2753.49,0,2753.49,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00038040,INVOICE,2024-11-07,2024-11,4174.95,0,4174.95,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00038266,INVOICE,2024-11-14,2024-11,2783.3,0,2783.3,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00038456,INVOICE,2024-11-21,2024-11,2783.3,0,2783.3,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00038664,INVOICE,2024-11-29,2024-11,2783.3,0,2783.3,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00038820,INVOICE,2024-12-04,2024-12,4174.95,4174.95,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00038481,Settled via FIFO_BATCH profile (1 allocation row(s)).
00039008,INVOICE,2024-12-12,2024-12,4365.63,4365.63,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00038481,Settled via FIFO_BATCH profile (1 allocation row(s)).
00039149,INVOICE,2024-12-18,2024-12,4365.63,4365.63,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00038481,Settled via FIFO_BATCH profile (1 allocation row(s)).
00039307,INVOICE,2024-12-23,2024-12,2910.42,2910.42,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00038481,Settled via FIFO_BATCH profile (1 allocation row(s)).
00039558,INVOICE,2025-01-02,2025-01,2950.74,0,2950.74,PER_CALENDAR_MONTH_EXACT_SUM,3,ASSERTED,00038846,"STEP 3 candidate (EXACT_SUM_RUN) vs payment 00038846; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, month-level tie-out only — never treat as per-invoice-confident."
00039714,INVOICE,2025-01-09,2025-01,4387.23,0,4387.23,PER_CALENDAR_MONTH_EXACT_SUM,3,ASSERTED,00038846,"STEP 3 candidate (EXACT_SUM_RUN) vs payment 00038846; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, month-level tie-out only — never treat as per-invoice-confident."
00039898,INVOICE,2025-01-15,2025-01,4387.23,0,4387.23,POOLED_MULTI_MONTH_WINDOW,3,ASSERTED,00039812,"STEP 3 candidate (EXACT_SUM_RUN) vs payment 00039812; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, window-level only, weak."
00040143,INVOICE,2025-01-24,2025-01,2924.82,0,2924.82,POOLED_MULTI_MONTH_WINDOW,3,ASSERTED,00039812,"STEP 3 candidate (EXACT_SUM_RUN) vs payment 00039812; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, window-level only, weak."
00040319,INVOICE,2025-01-31,2025-01,2924.82,0,2924.82,POOLED_MULTI_MONTH_WINDOW,3,ASSERTED,00039812,"STEP 3 candidate (EXACT_SUM_RUN) vs payment 00039812; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, window-level only, weak."
00040622,INVOICE,2025-02-11,2025-02,4423.21,0,4423.21,POOLED_MULTI_MONTH_WINDOW,3,ASSERTED,00039812,"STEP 3 candidate (EXACT_SUM_RUN) vs payment 00039812; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, window-level only, weak."
